publisher,year,market_share_pct
D3 Publisher,2007,0.11525517495735556
D3 Publisher,2008,0.0764813224559897
D3 Publisher,2009,0.03880427401360925
D3 Publisher,2010,0.015297069081563978
D3 Publisher,2011,0.14607679465776302
D3 Publisher,2012,0.011738466956215526
D3 Publisher,2018,0.01351716680183833
D3Publisher,1998,0.36349919412914494
D3Publisher,2000,0.029267884768156546
D3Publisher,2001,0.17376681614349776
D3Publisher,2005,0.07648708544980293
D3Publisher,2006,0.2462522917640295
D3Publisher,2007,0.9696802053078841
D3Publisher,2008,0.29787462430227557
D3Publisher,2009,0.5280152999708969
D3Publisher,2010,0.697546350119317
D3Publisher,2011,0.32867278797996674
D3Publisher,2012,0.07747388191102246
D3Publisher,2013,0.3492519568017437
D3Publisher,2014,0.1639564574653945
D3Publisher,2015,0.07987497829484289
D3Publisher,2016,0.05700929251467988
D3Publisher,2017,0.01042100875364735
D3Publisher,2018,0.006758583400919165
DHM Interactive,2007,0.02151429932537303
DHM Interactive,2009,0.005543467716229892
DSI Games,2005,0.03334052442683717
DSI Games,2006,0.007189847934716187
DSI Games,2007,0.018440827993176888
DSI Games,2008,0.013417775869471875
DTP Entertainment,2005,0.04510776834219147
DTP Entertainment,2007,0.0030734713321961477
DTP Entertainment,2008,0.11941820523829969
DTP Entertainment,2009,0.13997255983480478
DTP Entertainment,2010,0.06424769014256872
DTP Entertainment,2011,0.16520589872008914
DTP Entertainment,2012,0.014086160347458632
Daedalic,2009,0.015244536219632204
Daedalic,2010,0.0030594138163127955
Daedalic,2012,0.03521540086864658
Daedalic Entertainment,2012,0.007043080173729316
Daedalic Entertainment,2013,0.034677499256910715
Daito,2006,0.04134162562461808
Data Age,1981,0.904662491301322
Data Age,1982,1.2550821990454302
Data Age,1983,0.8526512123634428
Data Design Interactive,2007,0.013830620994882664
Data Design Interactive,2008,0.017443108630313436
Data Design Interactive,2009,0.009701068503402313
Data East,1995,0.03669051550174279
Data East,1998,0.03772161448509995
Datam Polystar,2002,0.00472232716282584
Datam Polystar,2007,0.0015367356660980738
Deep Silver,2004,0.07214031290860723
Deep Silver,2005,0.04903018298064289
Deep Silver,2006,0.06291116942876664
Deep Silver,2007,0.0030734713321961477
Deep Silver,2008,0.3904572778016315
Deep Silver,2009,0.3838851393489199
Deep Silver,2010,0.3548920026922843
