publisher,year,publisher_global_sales,game_count,avg_sales_per_game,platform_count,genre_count,year_total_sales,market_share_pct,publisher_rank_in_year
D3 Publisher,2007,0.7500000000000001,6,0.125,4,4,650.7300000000002,0.11525517495735556,49
D3 Publisher,2008,0.5700000000000001,6,0.095,2,5,745.2800000000001,0.0764813224559897,64
D3 Publisher,2009,0.28,5,0.056,4,2,721.5699999999994,0.03880427401360925,93
D3 Publisher,2010,0.1,1,0.1,1,1,653.7199999999998,0.015297069081563978,112
D3 Publisher,2011,0.8400000000000001,3,0.28,3,3,575.0399999999997,0.14607679465776302,48
D3 Publisher,2012,0.05,2,0.025,1,2,425.9499999999997,0.011738466956215526,85
D3 Publisher,2018,0.02,2,0.01,2,2,147.96000000000004,0.01351716680183833,102
D3Publisher,1998,1.06,1,1.06,1,1,291.6100000000001,0.36349919412914494,28
D3Publisher,2000,0.07,1,0.07,1,1,239.17,0.029267884768156546,66
D3Publisher,2001,0.6200000000000001,2,0.31000000000000005,1,2,356.80000000000007,0.17376681614349776,46
D3Publisher,2005,0.39,4,0.0975,4,3,509.8899999999998,0.07648708544980293,49
D3Publisher,2006,1.3700000000000003,13,0.1053846153846154,5,7,556.3399999999995,0.2462522917640295,28
D3Publisher,2007,6.309999999999997,22,0.28681818181818186,5,6,650.7300000000002,0.9696802053078841,21
D3Publisher,2008,2.2199999999999998,22,0.1009090909090909,5,6,745.2800000000001,0.29787462430227557,32
D3Publisher,2009,3.809999999999998,31,0.1229032258064516,6,8,721.5699999999994,0.5280152999708969,22
D3Publisher,2010,4.559999999999998,31,0.14709677419354839,6,7,653.7199999999998,0.697546350119317,20
D3Publisher,2011,1.8900000000000001,18,0.10500000000000001,7,8,575.0399999999997,0.32867278797996674,29
D3Publisher,2012,0.32999999999999996,10,0.033,5,6,425.9499999999997,0.07747388191102246,43
D3Publisher,2013,1.4100000000000004,25,0.056400000000000006,8,7,403.7200000000002,0.3492519568017437,26
D3Publisher,2014,0.61,5,0.122,3,4,372.04999999999984,0.1639564574653945,33
D3Publisher,2015,0.23,7,0.032857142857142856,3,2,287.9499999999999,0.07987497829484289,51
D3Publisher,2016,0.1,4,0.025,1,2,175.41000000000005,0.05700929251467988,59
D3Publisher,2017,0.02,1,0.02,1,1,191.92000000000004,0.01042100875364735,94
D3Publisher,2018,0.01,1,0.01,1,1,147.96000000000004,0.006758583400919165,111
DHM Interactive,2007,0.13999999999999999,2,0.07,2,2,650.7300000000002,0.02151429932537303,94
DHM Interactive,2009,0.04,1,0.04,1,1,721.5699999999994,0.005543467716229892,145
DSI Games,2005,0.17,1,0.17,1,1,509.8899999999998,0.03334052442683717,66
DSI Games,2006,0.04,1,0.04,1,1,556.3399999999995,0.007189847934716187,94
DSI Games,2007,0.12000000000000001,4,0.030000000000000002,1,3,650.7300000000002,0.018440827993176888,96
DSI Games,2008,0.09999999999999999,2,0.05,1,2,745.2800000000001,0.013417775869471875,122
DTP Entertainment,2005,0.23,2,0.115,1,2,509.8899999999998,0.04510776834219147,58
DTP Entertainment,2007,0.02,1,0.02,1,1,650.7300000000002,0.0030734713321961477,139
DTP Entertainment,2008,0.89,9,0.0988888888888889,5,4,745.2800000000001,0.11941820523829969,53
DTP Entertainment,2009,1.01,11,0.09181818181818181,4,7,721.5699999999994,0.13997255983480478,50
DTP Entertainment,2010,0.42000000000000004,8,0.0525,5,6,653.7199999999998,0.06424769014256872,71
DTP Entertainment,2011,0.9500000000000002,13,0.07307692307692308,6,5,575.0399999999997,0.16520589872008914,43
DTP Entertainment,2012,0.06,1,0.06,1,1,425.9499999999997,0.014086160347458632,81
Daedalic,2009,0.11,1,0.11,1,1,721.5699999999994,0.015244536219632204,115
Daedalic,2010,0.02,1,0.02,1,1,653.7199999999998,0.0030594138163127955,144
Daedalic,2012,0.15,1,0.15,1,1,425.9499999999997,0.03521540086864658,60
Daedalic Entertainment,2012,0.03,1,0.03,1,1,425.9499999999997,0.007043080173729316,97
Daedalic Entertainment,2013,0.14,3,0.04666666666666667,1,1,403.7200000000002,0.034677499256910715,53
Daito,2006,0.22999999999999998,4,0.057499999999999996,2,1,556.3399999999995,0.04134162562461808,55
Data Age,1981,0.39,1,0.39,1,1,43.11000000000001,0.904662491301322,11
Data Age,1982,0.71,2,0.355,1,1,56.570000000000014,1.2550821990454302,12
Data Age,1983,0.32,1,0.32,1,1,37.529999999999994,0.8526512123634428,13
Data Design Interactive,2007,0.09,1,0.09,1,1,650.7300000000002,0.013830620994882664,110
Data Design Interactive,2008,0.13,1,0.13,1,1,745.2800000000001,0.017443108630313436,109
Data Design Interactive,2009,0.07,1,0.07,1,1,721.5699999999994,0.009701068503402313,135
Data East,1995,0.04,1,0.04,1,1,109.02000000000002,0.03669051550174279,66
Data East,1998,0.11,1,0.11,1,1,291.6100000000001,0.03772161448509995,72
Datam Polystar,2002,0.02,1,0.02,1,1,423.5200000000001,0.00472232716282584,104
Datam Polystar,2007,0.01,1,0.01,1,1,650.7300000000002,0.0015367356660980738,152
Deep Silver,2004,0.32,1,0.32,1,1,443.5800000000001,0.07214031290860723,56
Deep Silver,2005,0.24999999999999997,3,0.08333333333333333,2,3,509.8899999999998,0.04903018298064289,56
Deep Silver,2006,0.35,3,0.11666666666666667,1,2,556.3399999999995,0.06291116942876664,43
Deep Silver,2007,0.02,1,0.02,1,1,650.7300000000002,0.0030734713321961477,139
Deep Silver,2008,2.9099999999999993,13,0.2238461538461539,4,6,745.2800000000001,0.3904572778016315,30
Deep Silver,2009,2.7699999999999987,26,0.10653846153846157,6,7,721.5699999999994,0.3838851393489199,27
Deep Silver,2010,2.3200000000000003,21,0.11047619047619046,5,8,653.7199999999998,0.3548920026922843,25
Deep Silver,2011,6.729999999999999,15,0.44866666666666666,6,7,575.0399999999997,1.1703533667223154,20
Deep Silver,2012,0.64,4,0.16,3,2,425.9499999999997,0.15025237703955874,32
Deep Silver,2013,6.070000000000001,13,0.4669230769230769,3,2,403.7200000000002,1.5035172892103434,15
Deep Silver,2014,2.880000000000001,14,0.2057142857142857,5,4,372.04999999999984,0.774089504098912,19
Deep Silver,2015,1.7700000000000002,12,0.14750000000000002,4,3,287.9499999999999,0.6146900503559649,19
Deep Silver,2016,0.9700000000000001,11,0.08818181818181818,5,5,175.41000000000005,0.5529901373923949,24
Deep Silver,2017,2.05,10,0.20500000000000002,3,3,191.92000000000004,1.0681533972488533,19
Deep Silver,2018,0.9300000000000002,6,0.155,2,2,147.96000000000004,0.6285482562854825,26
"Destination Software, Inc",2001,0.13,1,0.13,1,1,356.80000000000007,0.03643497757847533,68
"Destination Software, Inc",2002,0.02,1,0.02,1,1,423.5200000000001,0.00472232716282584,104
"Destination Software, Inc",2003,0.1,3,0.03333333333333333,1,3,404.3099999999997,0.024733496574410742,77
"Destination Software, Inc",2004,0.06,3,0.02,1,3,443.5800000000001,0.013526308670363855,80
"Destination Software, Inc",2005,0.09,2,0.045,1,1,509.8899999999998,0.017650865873031444,76
"Destination Software, Inc",2006,0.060000000000000005,2,0.03,2,2,556.3399999999995,0.010784771902074284,85
"Destination Software, Inc",2007,0.38,3,0.12666666666666665,1,3,650.7300000000002,0.05839595531172681,62
"Destination Software, Inc",2008,0.13,2,0.065,1,2,745.2800000000001,0.017443108630313436,109
Destineer,2006,0.09,1,0.09,1,1,556.3399999999995,0.016177157853111423,77
Destineer,2007,0.30000000000000004,5,0.060000000000000005,4,3,650.7300000000002,0.04610206998294222,66
Destineer,2008,1.57,16,0.098125,4,7,745.2800000000001,0.21065908115070844,38
Destineer,2009,1.9600000000000006,14,0.14,2,6,721.5699999999994,0.2716299180952648,35
Destineer,2010,0.6000000000000001,13,0.046153846153846156,2,7,653.7199999999998,0.09178241448938387,57
Destineer,2011,0.08,2,0.04000000000000001,2,2,575.0399999999997,0.013912075681691715,110
Detn8 Games,2007,0.23,1,0.23,1,1,650.7300000000002,0.0353449203202557,70
Devolver Digital,2010,0.02,1,0.02,1,1,653.7199999999998,0.0030594138163127955,144
Devolver Digital,2014,0.15,2,0.075,2,1,372.04999999999984,0.04031716167181832,52
Devolver Digital,2015,0.02,1,0.02,1,1,287.9499999999999,0.006945650286508077,91
DigiCube,2002,0.06,1,0.06,1,1,423.5200000000001,0.01416698148847752,94
Digiturbo,2012,0.01,1,0.01,1,1,425.9499999999997,0.0023476933912431053,111
Dimple Entertainment,2009,0.01,1,0.01,1,1,721.5699999999994,0.001385866929057473,178
Disney Interactive Studios,1999,1.94,1,1.94,1,1,311.97999999999996,0.6218347329957049,26
Disney Interactive Studios,2002,0.25,1,0.25,1,1,423.5200000000001,0.059029089535322994,67
Disney Interactive Studios,2003,0.5800000000000001,2,0.29000000000000004,2,2,404.3099999999997,0.14345428013158232,52
Disney Interactive Studios,2004,3.26,8,0.4075,3,3,443.5800000000001,0.7349294377564362,21
Disney Interactive Studios,2005,4.549999999999999,14,0.325,5,4,509.8899999999998,0.8923493302477006,20
Disney Interactive Studios,2006,5.739999999999999,13,0.44153846153846155,3,6,556.3399999999995,1.0317431786317728,18
Disney Interactive Studios,2007,16.839999999999996,28,0.6014285714285714,7,7,650.7300000000002,2.587862861709156,12
Disney Interactive Studios,2008,22.380000000000006,36,0.6216666666666666,5,6,745.2800000000001,3.002898239587806,10
Disney Interactive Studios,2009,14.730000000000002,27,0.5455555555555556,6,5,721.5699999999994,2.041381986501658,13
Disney Interactive Studios,2010,20.769999999999996,37,0.5613513513513514,6,6,653.7199999999998,3.1772012482408374,11
Disney Interactive Studios,2011,13.099999999999998,21,0.6238095238095238,7,3,575.0399999999997,2.278102392877018,15
Disney Interactive Studios,2012,5.090000000000001,12,0.42416666666666664,6,2,425.9499999999997,1.1949759361427408,16
Disney Interactive Studios,2013,7.1,13,0.5461538461538462,7,4,403.7200000000002,1.7586446051719005,13
Disney Interactive Studios,2014,4.22,10,0.42200000000000004,7,2,372.04999999999984,1.1342561483671554,15
Disney Interactive Studios,2015,2.48,6,0.41333333333333333,6,1,287.9499999999999,0.8612606355270016,16
Dispatch Games,2017,0.02,1,0.02,1,1,191.92000000000004,0.01042100875364735,94
Dorart,2008,0.02,1,0.02,1,1,745.2800000000001,0.002683555173894375,169
Dorart,2009,0.01,1,0.01,1,1,721.5699999999994,0.001385866929057473,178
Dorart,2010,0.01,1,0.01,1,1,653.7199999999998,0.0015297069081563978,158
DotEmu,2017,0.09,2,0.045,2,1,191.92000000000004,0.046894539391413075,68
Dovetail Games,2018,0.1,2,0.05,2,1,147.96000000000004,0.06758583400919166,66
Dramatic Create,2014,0.02,2,0.01,2,2,372.04999999999984,0.005375621556242442,75
Dramatic Create,2015,0.01,1,0.01,1,1,287.9499999999999,0.0034728251432540385,98
Dramatic Create,2016,0.06,3,0.02,1,1,175.41000000000005,0.03420557550880793,71
Dramatic Create,2017,0.07,7,0.01,1,1,191.92000000000004,0.03647353063776573,72
Dramatic Create,2018,0.02,2,0.01,1,1,147.96000000000004,0.01351716680183833,102
DreamCatcher Interactive,2001,0.09,3,0.030000000000000002,3,2,356.80000000000007,0.025224215246636768,74
DreamCatcher Interactive,2002,0.060000000000000005,2,0.03,2,2,423.5200000000001,0.014166981488477521,92
DreamCatcher Interactive,2003,0.15000000000000002,5,0.03,3,3,404.3099999999997,0.037100244861616116,74
DreamCatcher Interactive,2004,0.02,1,0.02,1,1,443.5800000000001,0.004508769556787952,94
DreamCatcher Interactive,2005,0.13,3,0.043333333333333335,2,2,509.8899999999998,0.02549569514993431,70
DreamCatcher Interactive,2006,0.09,2,0.045,2,2,556.3399999999995,0.016177157853111423,77
DreamCatcher Interactive,2007,0.01,1,0.01,1,1,650.7300000000002,0.0015367356660980738,152
DreamCatcher Interactive,2008,0.08,3,0.02666666666666667,1,2,745.2800000000001,0.0107342206955775,123
DreamCatcher Interactive,2009,0.7100000000000001,8,0.08875000000000001,2,5,721.5699999999994,0.09839655196308061,62
DreamCatcher Interactive,2010,0.33,4,0.0825,2,4,653.7199999999998,0.050480327969161125,74
DreamCatcher Interactive,2011,0.15000000000000002,2,0.07500000000000001,2,2,575.0399999999997,0.026085141903171967,94
DreamWorks Interactive,1998,0.13,1,0.13,1,1,291.6100000000001,0.04458008984602721,70
Dusenberry Martin Racing,2016,0.05,2,0.025,2,1,175.41000000000005,0.02850464625733994,72
EA Games,2012,0.15,1,0.15,1,1,425.9499999999997,0.03521540086864658,60
EA Sports,1997,1.52,1,1.52,1,1,221.29000000000005,0.6868814677572415,29
EA Sports,1998,6.8,5,1.36,1,2,291.6100000000001,2.331881622715269,12
EA Sports,1999,6.670000000000001,5,1.334,1,1,311.97999999999996,2.1379575613821404,12
EA Sports,2000,0.5900000000000001,2,0.29500000000000004,1,2,239.17,0.24668645733160519,40
EA Sports,2001,0.58,1,0.58,1,1,356.80000000000007,0.16255605381165913,48
EA Sports,2002,1.8800000000000001,3,0.6266666666666667,3,2,423.5200000000001,0.4438987533056289,26
EA Sports,2003,8.72,2,4.36,1,1,404.3099999999997,2.156760901288617,15
EA Sports,2005,0.6,2,0.3,2,1,509.8899999999998,0.11767243915354296,42
EA Sports,2006,7.21,7,1.03,6,1,556.3399999999995,1.2959700902325928,16
EA Sports,2007,0.48,2,0.24,2,1,650.7300000000002,0.07376331197270755,58
EA Sports,2010,1.15,2,0.575,1,1,653.7199999999998,0.1759162944379857,40
EA Sports,2011,13.18,8,1.6475,8,1,575.0399999999997,2.29201446855871,14
EA Sports,2012,17.54,9,1.9488888888888891,7,1,425.9499999999997,4.117854208240407,7
EA Sports,2015,0.17,2,0.085,2,1,287.9499999999999,0.059038027435318656,54
EA Sports,2017,22.860000000000003,12,1.9049999999999998,6,1,191.92000000000004,11.911213005418924,2
EA Sports,2018,5.85,6,0.975,2,1,147.96000000000004,3.9537712895377117,7
EA Sports BIG,2003,0.54,1,0.54,1,1,404.3099999999997,0.133560881501818,55
EA Sports BIG,2005,0.23,1,0.23,1,1,509.8899999999998,0.04510776834219147,58
EON Digital Entertainment,1999,0.01,1,0.01,1,1,311.97999999999996,0.0032053336752355926,91
ESP,1997,0.42,1,0.42,1,1,221.29000000000005,0.18979619503818515,49
ESP,1998,0.14,3,0.04666666666666667,2,3,291.6100000000001,0.04800932752649085,67
ESP,2002,0.03,1,0.03,1,1,423.5200000000001,0.00708349074423876,101
Easy Interactive,2012,0.05,2,0.025,1,1,425.9499999999997,0.011738466956215526,85
Ecole,2009,0.06,1,0.06,1,1,721.5699999999994,0.008315201574344839,139
Edia,2006,0.07,1,0.07,1,1,556.3399999999995,0.01258223388575333,81
Edia,2009,0.02,1,0.02,1,1,721.5699999999994,0.002771733858114946,163
Eidos Interactive,1996,5.890000000000001,4,1.4725000000000001,2,2,219.55000000000004,2.6827601913003867,6
Eidos Interactive,1997,13.71,6,2.285,2,3,221.29000000000005,6.195490080889329,4
Eidos Interactive,1998,11.219999999999999,11,1.02,4,6,291.6100000000001,3.8476046774801946,7
Eidos Interactive,1999,15.57,11,1.4154545454545453,2,5,311.97999999999996,4.990704532341818,4
Eidos Interactive,2000,7.859999999999999,14,0.5614285714285714,4,8,239.17,3.2863653468244345,8
Eidos Interactive,2001,2.21,10,0.22100000000000003,4,7,356.80000000000007,0.6193946188340806,25
Eidos Interactive,2002,8.769999999999998,20,0.43850000000000006,3,8,423.5200000000001,2.07074046089913,15
Eidos Interactive,2003,6.069999999999999,17,0.3570588235294118,4,6,404.3099999999997,1.5013232420667317,17
Eidos Interactive,2004,4.03,13,0.31,2,5,443.5800000000001,0.9085170656927722,20
Eidos Interactive,2005,7.999999999999999,12,0.6666666666666666,6,4,509.8899999999998,1.5689658553805725,14
Eidos Interactive,2006,5.239999999999997,32,0.16374999999999998,9,3,556.3399999999995,0.94187007944782,20
Eidos Interactive,2007,6.939999999999998,27,0.257037037037037,7,7,650.7300000000002,1.066494552272063,20
Eidos Interactive,2008,5.479999999999999,25,0.21919999999999998,6,9,745.2800000000001,0.7352941176470585,22
Eidos Interactive,2009,10.919999999999995,21,0.52,7,7,721.5699999999994,1.51336668653076,16
Eidos Interactive Ltd,2015,0.05,1,0.05,1,1,287.9499999999999,0.017364125716270194,77
El Dia,2018,0.02,2,0.01,2,1,147.96000000000004,0.01351716680183833,102
Electro Brain,1998,0.05,1,0.05,1,1,291.6100000000001,0.017146188402318158,91
Electronic Arts,1992,0.06,1,0.06,1,1,82.41,0.0728066982162359,22
Electronic Arts,1993,0.06,1,0.06,1,1,57.01999999999999,0.10522623640827782,29
Electronic Arts,1994,0.6499999999999999,2,0.32499999999999996,2,1,97.46000000000002,0.6669402831931046,24
Electronic Arts,1995,3.979999999999999,13,0.30615384615384617,2,7,109.02000000000002,3.650706292423407,7
Electronic Arts,1996,9.39,18,0.5216666666666666,1,7,219.55000000000004,4.276930084263265,4
Electronic Arts,1997,23.259999999999994,26,0.8946153846153847,3,7,221.29000000000005,10.51109403949568,3
Electronic Arts,1998,31.839999999999996,34,0.9364705882352942,3,11,291.6100000000001,10.9186927745962,3
Electronic Arts,1999,32.41000000000001,37,0.875945945945946,3,7,311.97999999999996,10.388486441438557,3
Electronic Arts,2000,28.330000000000005,39,0.7264102564102564,4,8,239.17,11.8451310783125,3
Electronic Arts,2001,45.13000000000001,44,1.0256818181818184,8,8,356.80000000000007,12.648542600896862,2
Electronic Arts,2002,73.01000000000002,88,0.829659090909091,6,8,423.5200000000001,17.238855307895733,1
Electronic Arts,2003,69.93999999999998,88,0.7947727272727272,5,10,404.3099999999997,17.29860750414287,1
Electronic Arts,2004,67.87000000000003,87,0.7801149425287357,6,10,443.5800000000001,15.300509490959922,1
Electronic Arts,2005,67.43000000000002,119,0.5666386554621848,8,9,509.8899999999998,13.224420953539006,2
Electronic Arts,2006,58.42000000000002,103,0.5671844660194175,10,9,556.3399999999995,10.500772908652998,2
Electronic Arts,2007,71.93000000000002,112,0.6422321428571429,9,9,650.7300000000002,11.053739646243448,2
Electronic Arts,2008,91.01000000000002,129,0.7055038759689921,8,11,745.2800000000001,12.211517818806355,2
Electronic Arts,2009,86.51000000000002,115,0.7522608695652175,7,12,721.5699999999994,11.989134803276203,2
Electronic Arts,2010,81.39000000000001,89,0.9144943820224718,7,10,653.7199999999998,12.450284525484923,1
Electronic Arts,2011,72.79,77,0.9453246753246755,8,9,575.0399999999997,12.65824986087925,1
Electronic Arts,2012,55.359999999999964,49,1.1297959183673472,8,6,425.9499999999997,12.996830613921823,3
Electronic Arts,2013,53.64999999999999,46,1.1663043478260868,10,5,403.7200000000002,13.288913108094711,2
Electronic Arts,2014,49.97999999999998,41,1.2190243902439024,8,4,372.04999999999984,13.43367826904986,2
Electronic Arts,2015,45.42,32,1.4193749999999998,5,5,287.9499999999999,15.773571800659843,1
Electronic Arts,2016,29.05,27,1.075925925925926,5,5,175.41000000000005,16.561199475514503,1
Electronic Arts,2017,14.160000000000004,12,1.18,3,4,191.92000000000004,7.378074197582326,5
Electronic Arts,2018,17.74,16,1.10875,6,5,147.96000000000004,11.989726953230598,3
Electronic Arts Victor,1996,0.42,2,0.21000000000000002,1,2,219.55000000000004,0.1913003871555454,39
Elf,1996,0.36,1,0.36,1,1,219.55000000000004,0.1639717604190389,42
Elf,1997,0.28,1,0.28,1,1,221.29000000000005,0.12653079669212344,54
Elite,1996,0.07,1,0.07,1,1,219.55000000000004,0.03188339785925757,79
Empire Interactive,1996,0.41,1,0.41,1,1,219.55000000000004,0.18674561603279433,40
Empire Interactive,1998,0.03,1,0.03,1,1,291.6100000000001,0.010287713041390895,96
Empire Interactive,1999,0.02,1,0.02,1,1,311.97999999999996,0.006410667350471185,85
Empire Interactive,2000,1.8199999999999998,6,0.30333333333333334,2,5,239.17,0.76096500397207,24
Empire Interactive,2001,1.47,3,0.49,2,3,356.80000000000007,0.4119955156950672,30
Empire Interactive,2002,1.3600000000000003,8,0.16999999999999998,3,3,423.5200000000001,0.32111824707215714,31
Empire Interactive,2003,2.4099999999999997,6,0.40166666666666667,4,1,404.3099999999997,0.5960772674432988,27
Empire Interactive,2004,1.9899999999999998,6,0.33166666666666667,4,3,443.5800000000001,0.44862257090040114,26
Empire Interactive,2005,1.01,9,0.11222222222222222,5,5,509.8899999999998,0.19808193924179732,33
Empire Interactive,2006,0.26,4,0.065,2,3,556.3399999999995,0.04673401157565522,49
Empire Interactive,2007,0.86,4,0.215,4,3,650.7300000000002,0.13215926728443436,45
Empire Interactive,2008,1.6100000000000003,10,0.161,4,5,745.2800000000001,0.21602619149849722,36
Empire Interactive,2009,0.01,1,0.01,1,1,721.5699999999994,0.001385866929057473,178
Encore,2001,0.03,1,0.03,1,1,356.80000000000007,0.008408071748878922,91
Encore,2003,0.02,2,0.01,2,1,404.3099999999997,0.004946699314882149,94
Encore,2005,0.02,1,0.02,1,1,509.8899999999998,0.003922414638451432,101
Enix,2000,1.42,2,0.71,2,1,239.17,0.5937199481540327,28
Enix,2001,1.21,2,0.605,1,1,356.80000000000007,0.33912556053811654,34
Enix Corporation,1987,2.56,1,2.56,1,1,24.360000000000003,10.50903119868637,3
Enix Corporation,1988,3.87,1,3.87,1,1,53.43000000000001,7.243121841661987,2
Enix Corporation,1990,3.12,1,3.12,1,1,53.330000000000005,5.85036564785299,3
Enix Corporation,1992,2.79,1,2.79,1,1,82.41,3.385511467054969,6
Enix Corporation,1993,1.15,1,1.15,1,1,57.01999999999999,2.0168361978253246,12
Enix Corporation,1994,0.72,2,0.36,1,2,97.46000000000002,0.7387646213831314,23
Enix Corporation,1995,3.32,2,1.6600000000000001,1,1,109.02000000000002,3.0453127866446517,8
Enix Corporation,1996,1.79,4,0.4475,2,2,219.55000000000004,0.8153040309724435,18
Enix Corporation,1999,2.49,4,0.6225,2,2,311.97999999999996,0.7981280851336626,23
Enix Corporation,2000,5.359999999999999,3,1.7866666666666666,3,2,239.17,2.241083747961701,12
Enix Corporation,2001,2.91,3,0.97,2,1,356.80000000000007,0.8155829596412555,21
Enix Corporation,2002,1.35,5,0.27,2,3,423.5200000000001,0.31875708349074416,32
Enix Corporation,2003,0.66,1,0.66,1,1,404.3099999999997,0.1632410773911109,46
Enix Corporation,2004,1.65,1,1.65,1,1,443.5800000000001,0.371973488435006,28
Enjoy Gaming ltd.,2009,0.1,1,0.1,1,1,721.5699999999994,0.013858669290574731,118
Enlight,2005,0.02,1,0.02,1,1,509.8899999999998,0.003922414638451432,101
Enterbrain,2001,0.43,2,0.21500000000000002,2,2,356.80000000000007,0.12051569506726455,53
Enterbrain,2002,0.33,3,0.11,2,3,423.5200000000001,0.07791839818662635,60
Enterbrain,2004,0.6100000000000001,2,0.30500000000000005,1,2,443.5800000000001,0.13751747148203253,46
Enterbrain,2006,0.16,2,0.08,2,2,556.3399999999995,0.02875939173886475,64
Enterbrain,2007,0.01,1,0.01,1,1,650.7300000000002,0.0015367356660980738,152
Enterbrain,2008,0.38,2,0.19,2,2,745.2800000000001,0.05098754830399312,75
Enterbrain,2009,0.13,1,0.13,1,1,721.5699999999994,0.01801627007774715,111
Enterbrain,2010,0.18,2,0.09,1,1,653.7199999999998,0.02753472434681516,89
Entergram,2016,0.04,2,0.02,1,1,175.41000000000005,0.02280371700587195,79
Entergram,2017,0.09999999999999999,9,0.011111111111111112,1,2,191.92000000000004,0.052105043768236756,67
Entergram,2018,0.03,2,0.015,2,1,147.96000000000004,0.020275750202757497,94
Epic Games,2016,0.01,1,0.01,1,1,175.41000000000005,0.0057009292514679875,107
Epic Games,2017,0.02,1,0.02,1,1,191.92000000000004,0.01042100875364735,94
Epoch,1991,0.08,1,0.08,1,1,33.74,0.23710729104919975,18
Epoch,1992,0.14,2,0.07,1,1,82.41,0.16988229583788378,21
Epoch,1993,0.05,1,0.05,1,1,57.01999999999999,0.08768853034023151,32
Epoch,1995,0.51,2,0.255,1,2,109.02000000000002,0.46780407264722057,32
Epoch,1996,0.19,1,0.19,1,1,219.55000000000004,0.08654065133227054,61
Epoch,2000,0.15,1,0.15,1,1,239.17,0.06271689593176402,54
Ertain,2007,0.05,1,0.05,1,1,650.7300000000002,0.00768367833049037,123
Essential Games,2005,0.17,1,0.17,1,1,509.8899999999998,0.03334052442683717,66
Essential Games,2006,0.06,2,0.03,1,2,556.3399999999995,0.010784771902074282,87
Essential Games,2007,0.02,1,0.02,1,1,650.7300000000002,0.0030734713321961477,139
EuroVideo Medien,2016,0.01,1,0.01,1,1,175.41000000000005,0.0057009292514679875,107
EuroVideo Medien,2017,0.01,1,0.01,1,1,191.92000000000004,0.005210504376823675,104
Evolution Games,1998,0.07,1,0.07,1,1,291.6100000000001,0.024004663763245424,84
Evolution Games,2001,0.07,1,0.07,1,1,356.80000000000007,0.019618834080717486,79
Evolved Games,2004,0.09,4,0.0225,2,2,443.5800000000001,0.020289463005545783,73
Evolved Games,2005,0.05,2,0.025,2,1,509.8899999999998,0.009806036596128581,90
Evolved Games,2006,0.01,1,0.01,1,1,556.3399999999995,0.0017974619836790468,125
Evolved Games,2009,0.09999999999999999,2,0.05,2,1,721.5699999999994,0.013858669290574731,120
Evolved Games,2011,0.13,2,0.065,2,1,575.0399999999997,0.022607122982749035,99
Excalibur Publishing,2011,0.15000000000000002,4,0.037500000000000006,1,1,575.0399999999997,0.026085141903171967,94
Excalibur Publishing,2012,0.14,1,0.14,1,1,425.9499999999997,0.03286770747740348,62
Experience Inc.,2014,0.02,2,0.01,2,2,372.04999999999984,0.005375621556242442,75
Experience Inc.,2015,0.04,1,0.04,1,1,287.9499999999999,0.013891300573016154,81
Experience Inc.,2016,0.01,1,0.01,1,1,175.41000000000005,0.0057009292514679875,107
Experience Inc.,2017,0.03,1,0.03,1,1,191.92000000000004,0.015631513130471026,90
Experience Inc.,2018,0.03,2,0.015,2,2,147.96000000000004,0.020275750202757497,94
Extreme Entertainment Group,2015,0.03,1,0.03,1,1,287.9499999999999,0.010418475429762116,84
FCI,1993,0.16,1,0.16,1,1,57.01999999999999,0.2806032970887408,24
FDG Entertainment,2018,0.07,2,0.035,2,2,147.96000000000004,0.047310083806434165,72
Falcom Corporation,2007,0.14,4,0.035,1,1,650.7300000000002,0.021514299325373038,89
Falcom Corporation,2008,0.21000000000000002,5,0.042,1,1,745.2800000000001,0.02817732932589094,95
Falcom Corporation,2009,0.33,3,0.11,1,1,721.5699999999994,0.04573360865889661,90
Falcom Corporation,2010,0.52,4,0.13,1,2,653.7199999999998,0.07954475922413268,64
Falcom Corporation,2011,0.4,2,0.2,1,1,575.0399999999997,0.06956037840845858,68
Falcom Corporation,2012,0.22000000000000003,4,0.05500000000000001,2,1,425.9499999999997,0.05164925460734832,52
Falcom Corporation,2013,0.060000000000000005,4,0.015,1,2,403.7200000000002,0.01486178539581888,67
Fields,2012,0.06,2,0.03,1,1,425.9499999999997,0.014086160347458632,81
First Class Simulations,2016,0.01,1,0.01,1,1,175.41000000000005,0.0057009292514679875,107
Flashpoint Games,2005,0.04,1,0.04,1,1,509.8899999999998,0.007844829276902865,92
Flashpoint Games,2010,0.04,1,0.04,1,1,653.7199999999998,0.006118827632625591,129
Flight-Plan,2007,0.08,1,0.08,1,1,650.7300000000002,0.01229388532878459,112
Flight-Plan,2009,0.04,1,0.04,1,1,721.5699999999994,0.005543467716229892,145
Focus Home Interactive,2006,0.03,2,0.015,1,2,556.3399999999995,0.005392385951037141,100
Focus Home Interactive,2007,0.03,1,0.03,1,1,650.7300000000002,0.004610206998294222,133
Focus Home Interactive,2008,0.08,1,0.08,1,1,745.2800000000001,0.0107342206955775,123
Focus Home Interactive,2009,0.9200000000000003,8,0.115,3,3,721.5699999999994,0.12749975747328757,53
Focus Home Interactive,2010,0.7100000000000001,7,0.10142857142857144,5,5,653.7199999999998,0.10860919047910426,54
Focus Home Interactive,2011,0.62,9,0.06888888888888889,1,4,575.0399999999997,0.10781858653311079,60
