appid,steam_name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,median_forever,price,initialprice,discount,ccu,genres,tags,languages,release_date,windows,mac,linux
2574850,Extreme Offroad Racing,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,NA,NA,NA,NA,NA,NA,NA,9.99,9.99,0,NA,25|9|28,699|599|21|7622|4182,NA,11/01/2023,TRUE,FALSE,FALSE
2575100,V-Monsters: Digital Farm,Red Studios,Red Studios,NA,NA,NA,50,NA,NA,NA,4.99,4.99,0,NA,23|3|28,6815|4305|5851|6276|4182|12472|5160|4520|30358|3871|1654|1742|4085|916648|3799|87918|4726|22602|5350|5652,NA,05/14/2024,TRUE,TRUE,TRUE
2577380,iM1A2 Abrams,Charybdis Enterprises,MicroProse Software,NA,NA,NA,NA,NA,NA,NA,7.99,7.99,0,NA,1|28,19|599|4182|1773|4684|4191|6691|4168|13276|1678|11104,NA,09/08/2025,TRUE,FALSE,FALSE
2578220,"The InVincible Iron Ivy: Enter the Pretty, Pretty Princess","JCM Design of North Carolina, Incorporated","JCM Design of North Carolina, Incorporated",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1|25|3|70,122|19|4106|1697|4604|4295|5752|10808|1710|4608|7481|12057|29482|1671|21|4191|4231|6915|3942|1684,NA,10/20/2023,TRUE,FALSE,FALSE
2579570,Samuel Sage: The Mystery at Penby Inn,Seam Entertainment,Seam Entertainment,NA,NA,NA,70,NA,NA,NA,7.99,7.99,0,NA,25|4|23|3,3799|5716|5613|6378|492|3871|4182|4191|4195|4252|4136|15172|21|8369|1742|597|3834|11014|122|10808,NA,09/20/2024,TRUE,FALSE,FALSE
2580020,THRESHOLD,Julien Eveillé,CRITICAL REFLEX,NA,NA,NA,85,NA,NA,NA,9.99,9.99,0,NA,25|23,1667|1721|4064|5716|4004|21|4182|492|3978|3839|4252|4486|4166|4342|5900|3834|1742|6426|6971|1710,NA,11/19/2024,TRUE,FALSE,FALSE
2581310,Battle Stations Blockade,Mission Critical Studios,Eastasiasoft Limited,NA,NA,NA,NA,NA,NA,NA,9.99,9.99,0,NA,1|23,56690|19|4168|492|7368|3859|4182|1774|1773|1732|1685|4191|7481|5350|3841,NA,12/06/2023,TRUE,FALSE,FALSE
2583430,Alice in the Nightmare Land,Tsukki's Tea Party,OTAKU Plan,NA,NA,NA,82,NA,NA,NA,12.99,12.99,0,NA,25|23|3|28,6650|12095|4726|1720|6815|1697|1684|7208|4604|4166|4182|6971|24904|4345|769306|4434|122|599|21|1664,NA,06/08/2024,TRUE,FALSE,FALSE
2584990,Shadowverse: Worlds Beyond,"Cygames, Inc.","Cygames, Inc.",NA,NA,NA,28,NA,NA,NA,0,0,NA,NA,4|3|2|37,113|791774|12095|3859|4182|597|122|4085|4434|4726|1684|1721|9271|32322|1775|3878|9|1677|1666|4747,NA,06/15/2025,TRUE,FALSE,FALSE
2585040,GUNVOLT RECORDS Cychronicle,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",NA,NA,NA,73,NA,NA,NA,14.99,14.99,0,NA,1|4,19|597|1752|4726|4085|1684|4182,NA,02/15/2024,TRUE,FALSE,FALSE
2585390,Absolute Doppelkopf for Windows 11,magnussoft,magnussoft,NA,NA,NA,NA,NA,NA,NA,9.99,9.99,0,NA,4,597|1666|4182|17389|5350|3871|4175,NA,09/16/2023,TRUE,FALSE,FALSE
2588200,Crystalish,SoomkaGames,SoomkaGames,NA,NA,NA,NA,NA,NA,NA,2.99,2.99,0,NA,4|23,597|21|1664|3798|4726|4182|492,NA,10/28/2023,TRUE,FALSE,FALSE
2589910,Timberman: The Big Adventure,Digital Melody|Storm Trident S. A.,Forever Entertainment S. A.,NA,NA,NA,92,NA,NA,NA,4.99,4.99,0,NA,1|25,19|4106|5350|4136|3916|3993|7250|1685|3841|7368|3859|3843|5379|21|3964|1773|1625|3871|4195|4305,NA,11/24/2023,TRUE,FALSE,FALSE
2591070,Piczle Cross Story of Seasons,Score Studios LLC,Rainy Frog Co. Ltd.,NA,NA,NA,87,NA,NA,NA,9.99,9.99,0,NA,4,597|1664|3871|4305|4726|5350|6129|4182,NA,02/26/2024,TRUE,FALSE,FALSE
2591280,F1® Manager 2024,Frontier Developments,Frontier Developments,NA,NA,NA,82,NA,NA,NA,34.99,34.99,0,NA,28|2,9|699|701|4695|5350|1708|7332|6426|6730|8945|5711|6625|599|12472|1100687|9204|4175|16689|4191|1644,NA,07/23/2024,TRUE,FALSE,FALSE
2591840,Shadows of Rogue: The Sorcerer's Curse,Blueace Studios,Blueace Studios,NA,NA,NA,NA,NA,NA,NA,10.99,10.99,0,NA,1|4|23|3,19|597|4252|4791|6691|1684|4172|3916|4004|4155|3993|4182|122|42804|3964|4231|1716|1646|3871|6815,NA,12/06/2023,TRUE,FALSE,FALSE
2595300,Forgotten Symphony,Phyrfliez,Phyrfliez,NA,NA,NA,90,NA,NA,NA,0,0,NA,NA,25|23,21|5900|3964|31275|4791|3916|4598|4166|4115|4604|5984|5030|1664|5379|3834|4486|4975|3871|4562|4726,NA,12/22/2023,TRUE,FALSE,FALSE
2596330,Micro Machines: Mini Challenge Mayhem,WIMO Games,WIMO Games,NA,NA,NA,NA,NA,NA,NA,14.99,14.99,0,NA,1|9,699|19|8122|3968|4004|7743|4182|1643|21978|1644|5363|1100687|1773|5350|4835,NA,01/04/2024,TRUE,FALSE,FALSE
2597620,WallBall,ZZYZX RD game studios,ZZYZX RD game studios,NA,NA,NA,NA,NA,NA,NA,6.99,6.99,0,NA,18,597|701|3859|4182|1773|5055|4191|5851|4094|1775|7481|5154,NA,01/26/2024,TRUE,FALSE,FALSE
2608300,SonnyMadMan,The Lonely Developer,HapGames,NA,NA,NA,76,NA,NA,NA,2.99,2.99,0,NA,1|25|3|28,597|1774|1773|3993|1697|4305|4094|92092|7423|1671|11104|122|3814|353880|4195|4255|620519|4106|19|4191,NA,10/12/2023,TRUE,FALSE,FALSE
2608470,Animal Kingdom 2,Seven Sails Games,Seven Sails Games,NA,NA,NA,NA,NA,NA,NA,6.99,6.99,0,NA,4,597|1738|1664|3871|4175|5350|4182,NA,01/27/2024,TRUE,FALSE,FALSE
2611580,Quiet is the Eyes,Rachel Perry|Ally Guo,USC Games,NA,NA,NA,95,NA,NA,NA,0,0,NA,NA,23,597|1664|492|7208|113|7702|3964|1721|4004|4234|3798|10808|3871|4166|1667|7432|5716|1687|4182|4342,NA,12/18/2023,TRUE,FALSE,FALSE
2616140,Sunset Motel,Efkey Studios,RockGame S.A.,NA,NA,NA,79,NA,NA,NA,18.99,18.99,0,NA,1|4|28,599|4695|8945|3839|1654|3859|7332|4136|6426|7926|1643|4182|597|19|13190|12472|10235|3920,NA,04/18/2025,TRUE,FALSE,FALSE
2616450,Populous™ II: Trials of the Olympian Gods,Bullfrog Productions,Electronic Arts,NA,NA,NA,70,NA,NA,NA,4.99,4.99,80,NA,3|2,9|122|5851|17305|14139|5300,NA,03/07/2024,TRUE,FALSE,FALSE
2616460,Dungeon Keeper™ 2,Bullfrog Productions,Electronic Arts,NA,NA,NA,92,NA,NA,NA,4.99,4.99,80,NA,1|2,9|5300|7332|4231|4182|3813|19|11333|1676|1693|3916,NA,03/07/2024,TRUE,FALSE,FALSE
2618420,Infection Crisis: Fight For Life,BJS STUDIO,BJS STUDIO,NA,NA,NA,100,NA,NA,NA,1.99,1.99,0,NA,1|25|4|23|70,19|21|353880|3814|4191|3839|4175|1697|1667|4168|5716|30358|597|4106|11014|10235|3810|1774|4486|1663,NA,11/01/2023,TRUE,FALSE,FALSE
2619030,BAFF Halloween,Blender Games,Blender Games,NA,NA,NA,45,NA,NA,NA,1.99,1.99,0,NA,4|23,597|3798|3916|3968|4004|4026|4166|4234|4252|4305|4400|4559|3871|4094|4182|492|21|1654|1664|1693,NA,10/17/2023,TRUE,FALSE,FALSE
2620220,Idle Mall Tycoon,Tycoon Technologies,Tycoon Technologies,NA,NA,NA,31,NA,NA,NA,0,0,NA,NA,4|23|28|2,16689|379975|1732|597|4791|6625|599|4175|6129|4562|6276|8945|615955|12472|4695|9|12057|255534|4191|4328,NA,12/05/2024,TRUE,TRUE,TRUE
2621260,Pocket Race: Driver,Eric Behme|Oliver Müller,None,NA,NA,NA,NA,NA,NA,NA,1.99,1.99,0,NA,1|4|9,597|699|19|4182|1685|3841|7368|3859|1773|1100687|4102|4191|4791|3916|4747|3968,NA,11/03/2023,TRUE,FALSE,FALSE
2622740,Lost Chronicles,FIVE-BN GAMES,FIVE-BN GAMES,NA,NA,NA,69,NA,NA,NA,0,0,NA,NA,25|4,597|21|1698|1738|1684|5094|7208|4182,NA,11/07/2024,TRUE,FALSE,FALSE
2624280,420BLAZEIT2: GAME OF THE YEAR -=Dank Dreams and Goated Memes=- [#wow/11 Like and Subscribe] Poggerz Edition,Normal Wholesome Games,Normal Wholesome Games,NA,NA,NA,98,NA,NA,NA,10.99,10.99,0,NA,1|23,1023537|1663|7250|4305|1714|1673|7478|10397|1651|3993|4182|5230|1774|4191|3839|1719|1710|19|4136|4878,NA,11/14/2024,TRUE,FALSE,FALSE
2626070,Fire Fly ( 萤火 ),Guanyan,Guanyan,NA,NA,NA,NA,NA,NA,NA,5.99,5.99,0,NA,1|25|4|23|3|28|18|2|70,597|21|1723|4777|4885|916648|4474|3814|4191|4791|4305|4094|19|122|6506|4106|4231|1676|1774|5395,NA,12/08/2023,TRUE,FALSE,FALSE
2627660,Cold Calling,Can't Get Enough Games,Can't Get Enough Games,NA,NA,NA,100,NA,NA,NA,14.99,14.99,0,NA,25|23,21|1664|492|6971|1742|4182|4853|4754|3871|3964|4598|13190|5179|1719|3987|1651,NA,02/16/2026,TRUE,TRUE,FALSE
2628050,SatelliTV サテライティービー,"Nippon Ichi Software, Inc.|Systemsoft beta, Inc.","Nippon Ichi Software, Inc.",NA,NA,NA,NA,NA,NA,NA,10.99,10.99,0,NA,28,599|3813|4182|3871|6691|1755|5673|12472|4695|4845|8945,NA,07/31/2024,TRUE,FALSE,FALSE
2629680,ATV Offroad Simulator 24,Yusuf Islam Seyhan|Samet Acar,Inspector Studios,NA,NA,NA,46,NA,NA,NA,0.99,0.99,51,NA,1|23|28|18,701|129761|3834|3934|492|9204|1695|4175|1697|1773|4191|3968|19|7622|599|1644|4182,NA,10/18/2023,TRUE,TRUE,FALSE
2631610,Pocket Mini Golf,Vivid Games,QubicGames|Gamersky Games,NA,NA,NA,91,NA,NA,NA,4.99,4.99,80,NA,4|28|18,597|701|599|1664|5537|4094|1697|3968|4182|9204|4400|7038|7368|22955|1773|4191|5350|1654|4252|5154,NA,05/20/2024,TRUE,FALSE,FALSE
2632190,Concentration,Studio Test Run,Studio Test Run,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4|23|37,597|1666|7368|3871|4094|4400|113|492|3859,NA,10/14/2024,TRUE,TRUE,FALSE
2632240,Pompeii: The Legacy,Siscia Games,Siscia Games,NA,NA,NA,84,NA,NA,NA,19.99,19.99,0,NA,23|28|2,4328|220585|9204|26921|4182|4191|5851|7332|4747|6426|8945|3810|6948|599|9|4172|5094|4695|1742|3987,NA,04/09/2026,TRUE,FALSE,FALSE
2633460,Black Mountain Kings,Leonardo Alexandrino,Leonardo Alexandrino,NA,NA,NA,NA,NA,NA,NA,7.99,7.99,0,NA,1|25|23|3|70,1646|29482|3871|4791|4726|3854|5923|1742|1695|6869|19|3964|1720|6730|10695|4434|4231|4106|4747|122,NA,11/14/2024,TRUE,FALSE,FALSE
2633490,Shadow Vault,Mayhem Studios|ZOOM Platform Media|Jordan Freeman Group,Strategy First,NA,NA,NA,76,NA,NA,NA,9.99,9.99,0,NA,3,122|19|4598|4166|4845|6378|4115|4342|4236|3854|3835|4004|21|17305|1741|21725|3871|5851|4252|6052,NA,01/06/2024,TRUE,FALSE,FALSE
2633500,Dragon Throne: Battle of Red Cliffs,Object Software|ZOOM Platform Media|Jordan Freeman Group,Strategy First,NA,NA,NA,85,NA,NA,NA,9.99,9.99,80,NA,3|2,17305|5851|4791|4598|6310|1684|12472|6915|16094|51306|3993|8945|1678|122|3987|1676|9|3871|1775|13382,NA,01/06/2024,TRUE,FALSE,FALSE
2634330,gunmaker,MIDLANDSTORY Inc.,MIDLANDSTORY Inc.,NA,NA,NA,NA,NA,NA,NA,24.99,24.99,0,NA,4|23|28,597|599|4182|3859|1685|5379|4168|4085|1774|84|1698|3871|1678|4747|492|3843,NA,08/19/2024,TRUE,FALSE,FALSE
2635640,Infestation: Origins,Nightmare Forge Games,Nightmare Forge Games,NA,NA,NA,74,NA,NA,NA,7.99,7.99,40,NA,1,19|1667|3843|6730|3839|1685|4106,NA,09/05/2025,TRUE,FALSE,FALSE
2636110,Along Came a Dragonfly,Cole Keesey,Cole Keesey,NA,NA,NA,NA,NA,NA,NA,9.99,9.99,0,NA,3,122|1684|3854|4004|1742|4182|21|4434|916648|4172|6971|4325|4106|10679|10695|1741|3871|3964|4791,NA,01/27/2026,TRUE,FALSE,FALSE
2638040,Snakes LTD,mlThings.ai,zviyamin.com,NA,NA,NA,NA,NA,NA,NA,11.99,11.99,0,NA,1|4,19|597|4191|4305|3942|1755|3993|4182,NA,10/24/2023,TRUE,FALSE,FALSE
2638250,Apex Rush,Thunderboom Studios,Thunderboom Studios,NA,NA,NA,83,NA,NA,NA,14.99,14.99,20,NA,4|23|9|28|70,699|1773|493|597|599|4252|7481|4305|3878|3968|8122|1644|1697|4182|4191|492,NA,02/19/2026,TRUE,FALSE,FALSE
2639380,The Neverwhere Tales - Book 1,ceodev,ceodev,NA,NA,NA,93,NA,NA,NA,12.99,12.99,0,NA,23|70,6650|24904|6426|16094|1684|3934|4604|4486|493|492|597|4182|3799|12095|4947|4115|9130|9551|5611|1742,NA,09/06/2024,TRUE,TRUE,TRUE
2641350,YoloX,Dragonrise Games,Dragonrise Games,NA,NA,NA,85,NA,NA,NA,3.99,3.99,0,NA,1|25|23|57,87|19|3814|3878|1669|1678|1708|3859|492|21|1663|1774|3839|8013|1662|1775,NA,12/21/2023,TRUE,FALSE,FALSE
2642040,BlockJump,Jimmy Jones,Jimmy Jones,NA,NA,NA,NA,NA,NA,NA,2.99,2.99,0,NA,4|23|2|70,1625|5379|3964|4166|3916|1662|3968|4726|597|493|492|4036|19|4182|4004|5537|3834|3871|4195|4305,NA,11/07/2023,TRUE,FALSE,FALSE
2643810,Betrayal Beach,Jared Nolen,Jared Nolen|Pig Bot Games,NA,NA,NA,79,NA,NA,NA,0,0,NA,NA,4|23|2|37,597|745697|8945|113|1775|1702|1666|1708|4191|9|1662|3843|3859|1685|492|5711|4136,NA,05/06/2024,TRUE,FALSE,FALSE
2644170,The Westcoast Drive : Lowrider Simulator,BlackPanzerYZ,BlackPanzerYZ,NA,NA,NA,NA,NA,NA,NA,0.99,0.99,0,NA,1|25|4|23|9|3|28|18|2,599|699|4191|4175|1697|7622|10383|7250|1695|3968|4182|597|701|492|1644|1773|1100687|3810|4102|9204,NA,10/26/2023,TRUE,FALSE,FALSE
2646460,Soulmask,CampFire Studio,Qooland Games,NA,NA,NA,78,NA,NA,NA,29.99,29.99,0,NA,25|23|3|28|37,1695|1662|1678|599|1775|1702|4106|4191|1697|3834|3859|4182|7332|220585|1100689|1643|255534|8945|3810|9564,NA,04/09/2026,TRUE,FALSE,FALSE
2647560,Cybercore Leap,Just A Little Challenge,Just A Little Challenge,NA,NA,NA,NA,NA,NA,NA,1.99,1.99,0,NA,1,3877|5537|3968|4182|12057|1625|19|4191|3942|4166|21|4342|5395|4036|13782|492|4026|4004|3839|3834,NA,12/21/2023,TRUE,FALSE,FALSE
2647840,Welcome to Primrose Lake 2,SQRT3|Next Game,GameHouse,NA,NA,NA,NA,NA,NA,NA,18.99,18.99,0,NA,25|4|2,21|597|5716|5094|1742|12057|4182|9|4106|1698|16689|3871|4195|3920|5984,NA,06/06/2024,TRUE,TRUE,FALSE
2649820,Animal Kart Racer 2,Raylight Games S.r.l.s.,Markt+Technik Verlag GmbH,NA,NA,NA,NA,NA,NA,NA,14.99,14.99,0,NA,9,699|4562|4195|5350|4136|1100687|11104|4182,NA,03/26/2024,TRUE,FALSE,FALSE
2650390,Jumping Flash 4: Return of Robbit | Concept Demo,Ishaq Mohamed (Chem The Chameleon),I hope someone at PlayStation notices,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1|23,19|1625|6691|5350|1684|1654|4004|3993|1695|4182|492|1774|5395|1663|4191|4305|4726|3839|4252,NA,NA,TRUE,FALSE,FALSE
2652500,Saki and the Crucible of Debauchery,ofuroworks,Mango Party|Mango Party News,NA,NA,NA,94,NA,NA,NA,8.99,8.99,25,NA,23|3,12095|9130|4182|4434|492|5577|122|6650|24904|3871|4085|5611|7208|4325,NA,07/26/2024,TRUE,FALSE,TRUE
2653460,月白星斗,Jrock-studio,Jrock-studio,NA,NA,NA,73,NA,NA,NA,17.99,17.99,0,NA,25|4,5379|11014|597|1742|6971|4085|4057|5984|1719|21|5608|4182|3799|9551|3871|4726|1654|4136|3987|4947,NA,07/18/2024,TRUE,FALSE,FALSE
2654940,Mortadelo y Filemón: Dos vaqueros chapuceros,Alcachofa Soft,Erbe Software,NA,NA,NA,NA,NA,NA,NA,4.99,4.99,0,NA,25,21|4106|4562|5613|1647|1742|6426|3841|4182|1698|3799|1664|379975|3871|4195|1751|6815,NA,02/09/2024,TRUE,FALSE,FALSE
2654950,Mortadelo y Filemón: El escarabajo de Cleopatra,Alcachofa Soft,Erbe Software,NA,NA,NA,NA,NA,NA,NA,4.99,4.99,0,NA,25,21|1698|3987|3854|5094|3841|4182|1664|379975|3871|4195|6815|4562|1751|1684,NA,12/29/2023,TRUE,FALSE,FALSE
2654980,"Mortadelo y Filemón: Terror, Espanto y Pavor",Alcachofa Soft,Erbe Software,NA,NA,NA,NA,NA,NA,NA,4.99,4.99,0,NA,25,21|1698|6691|3942|17015|16094|1667|1659|1742|15172|3841|4182|379975|4085|4195|4145|1751|6815|4562|7743,NA,01/18/2024,TRUE,FALSE,FALSE
2656490,ANTHEM#9,koeda,SHUEISHA GAMES,NA,NA,NA,90,NA,NA,NA,14.99,14.99,0,NA,23|2,3959|1664|1751|4191|12057|1666|1741|9|1710|7481|4305|4195|32322|1091588|1665|1716|6730|14139|4182|7208,NA,02/05/2026,TRUE,FALSE,FALSE
2656930,Dragon Bobby,Beni Games,Beni Games,NA,NA,NA,NA,NA,NA,NA,9.99,9.99,0,NA,1|25|4|23,21|492|1664|9994|4252|1697|1738|19|5716|597|1625|4182|3834|4166|5608|4046|5900|1654|4726|1742,NA,12/11/2023,TRUE,FALSE,FALSE
2658450,LOLLIPOP CHAINSAW RePOP,"DRAGAMI GAMES, LTD.","DRAGAMI GAMES, LTD.",NA,NA,NA,88,NA,NA,NA,44.99,44.99,0,NA,1,7208|19|1751|4085|4305|597|13190|4726|4252|4777|4345|4191|1659|1646|1697|4182|4136|4106|1719|4667,NA,09/12/2024,TRUE,FALSE,FALSE
2659480,Colony Defense,McPeppergames,McPeppergames,NA,NA,NA,NA,NA,NA,NA,6.98,6.98,20,NA,1|4|23|3|2,1645|9|493|597|7332|4094|4252|4182|3942|19|122|492,NA,04/22/2026,TRUE,FALSE,FALSE
2660120,Mr.Chip,HMM,HMM,NA,NA,NA,NA,NA,NA,NA,0.99,0.99,0,NA,1|4|23,19|597|16250|6730|4182|1716|1773|42804|3798|3871|4195|3964|492,NA,04/15/2024,TRUE,FALSE,FALSE
2662330,In Memoriam,MoCaps,MoCaps,NA,NA,NA,100,NA,NA,NA,5.99,5.99,0,NA,23|3,492|5613|11014|1684|4182|3834|4791|1664|5716|1698|122|8369|4172|5984|1742,NA,10/17/2024,TRUE,FALSE,TRUE
2663530,POOLS,Tensori,Tensori|UNIKAT Label,NA,NA,NA,95,NA,NA,NA,9.79,9.79,0,NA,25,1721|5900|21|6869|4094|4191|492|3859|4342|9157|769306|5716|4166|4175|3834|3839|1710|4182|3934|1654,NA,04/26/2024,TRUE,TRUE,TRUE
2665680,Tower of Babel: Survivors of Chaos,NANOO,NANOO,NA,NA,NA,68,NA,NA,NA,12.99,12.99,0,NA,1|3|70,42804|4885|3871|5851|6815|4604|1662|19|122|4182|7481|1716|1646|4637|3959|4231|4236|4747|6276|4711,NA,05/19/2025,TRUE,TRUE,FALSE
2666270,The Da Vinci Cryptex,XSGames,XSGames,NA,NA,NA,NA,NA,NA,NA,3.99,3.99,0,NA,25|23|2,21|9|4191|4305|3839|4166|4342|1654|4604|5613|5350|8369|8013|1770|1698|1664|379975|5716|3834|1738,NA,11/08/2023,TRUE,TRUE,FALSE
2666590,Worm Nest Plague,ST Hot Dog King,ST Hot Dog King,NA,NA,NA,92,NA,NA,NA,6.99,6.99,0,NA,25|23|3,21|12095|4182|492|9130|4325|24904|44868|5611|122|6650|1741|916648|3871|7208|4085|1684,NA,07/16/2024,TRUE,TRUE,FALSE
2667680,cyber_serpent,Q-Bit Digital,Q-Bit Digital,NA,NA,NA,93,NA,NA,NA,0,0,NA,NA,1|4|23,4758|1773|4975|19|3871|597|4400|4305|4252|3942|6691|4295|4885|4255|4637|7481|5154|4791|6730|1774,NA,12/09/2023,TRUE,TRUE,FALSE
2668440,Snake Galaxy Online,Vivid Unity Games,Vivid Unity Games,NA,NA,NA,NA,NA,NA,NA,4.99,4.99,0,NA,1|25|4|23,21|4106|7250|1775|19|1742|3859|4182|3834|4191|4562|597|492|4305|4252|4004,NA,12/05/2023,TRUE,TRUE,FALSE
2668510,Red Dead Redemption,Rockstar Games|Double Eleven,Rockstar Games,NA,NA,NA,92,NA,NA,NA,49.99,49.99,50,NA,1,1695|1647|21|1774|1697|4191|12095|1693|5094|4345|5228|6650|1742|4182|19|1659|4106|3814|4166|1756,NA,10/29/2024,TRUE,FALSE,FALSE
2668840,Kagura Genesis: Kuon's Story,Debonosu Works,Shiravune,NA,NA,NA,85,NA,NA,NA,14.99,14.99,60,NA,25|3|2,198631|4057|17305|1710|1662|14139|4191|31275|21|9|4182|122|4726|1741|3799|1684|4434|7208|3834|1716,NA,01/26/2024,TRUE,FALSE,FALSE
2669380,BRUTALISTICK VR,Kubunautilus,Kubunautilus,NA,NA,NA,95,NA,NA,NA,9.99,9.99,0,NA,1|23|70,4345|21978|3993|5796|4182|4667|5228|493|492|5363|3916|1669|19|3968|3810|1774|4252|4195|4608|1708,NA,03/31/2024,TRUE,FALSE,FALSE
2670770,Jewel Legends Atlantis,Cerasus Media,HH-Games,NA,NA,NA,92,NA,NA,NA,5.99,5.99,0,NA,4,597|1665|6910|4305|1654|4182,NA,11/18/2023,TRUE,FALSE,FALSE
2671440,Clutter Puzzle Magazine Vol. 15 No. 1 Collector's Edition,Puzzles by Joe,Grey Alien Games,NA,NA,NA,NA,NA,NA,NA,13.99,13.99,0,NA,4|23,1738|597|4182|11123|4711|1664|1698|492|3871|1654|1710|4305|5350,NA,03/28/2024,TRUE,FALSE,FALSE
2671550,Spellz: Mastery or Death,Tom Medina,CreepyCraft Studio,NA,NA,NA,100,NA,NA,NA,12.99,12.99,0,NA,1|25|23|3|2|70,29482|3959|19|4777|9|122|4791|1684|4172|3993|4182|4191|4604|3834|4711|42804|1646|1716|492|4057,NA,12/15/2023,TRUE,TRUE,FALSE
2671780,Diamond Dash: Plaid Peril,3DI LLC,3DI LLC,NA,NA,NA,NA,NA,NA,NA,3.99,3.99,0,NA,1,19|597|21|699|1773|5537|4191|4305|4295|3942|4182,NA,12/07/2023,TRUE,FALSE,FALSE
2672350,Jewel Legends - Tree of Life,Cerasus Media,HH-Games,NA,NA,NA,NA,NA,NA,NA,7.99,7.99,0,NA,1|4|23,597|1665|1773|1664|4305|4182|19|492,NA,11/25/2023,TRUE,FALSE,FALSE
2677310,GRIDROAD,RAJACORP,RAJACORP,NA,NA,NA,84,NA,NA,NA,9.99,9.99,0,NA,23|28|2,599|9|4305|492|3964|1644|3871|10383|1664|1643|6129|4328|5154|7569|4182,NA,12/09/2024,TRUE,TRUE,TRUE
2677800,Molly the Werezompire,Zeboyd Digital Entertainment,Zeboyd Digital Entertainment,NA,NA,NA,100,NA,NA,NA,0.99,0.99,0,NA,25,4486|21|11014|1719|31275|7208|4182,NA,12/30/2023,TRUE,FALSE,FALSE
2678070,Phoenix 2,Firi Games,Firi Games,NA,NA,NA,66,NA,NA,NA,0,0,NA,NA,1|23|70,4255|4885|3871|4791|5154|1755|3942|4305|3916|1774|4004|1678|1773|5125|492|4711|5390|19|4637|4182,NA,03/07/2025,TRUE,FALSE,FALSE
2678160,Pearls of Atlantis: The Cove,Alder Games,Legacy Games,NA,NA,NA,78,NA,NA,NA,0,0,NA,NA,4|23,597|1664|492|4195|5350|1742|4191|3968|1665|4182|9157|4305|4726|4057|3871,NA,02/15/2024,TRUE,FALSE,FALSE
2678820,Vector Strike,"Chamo Games [RIP], Zayra, Gio, Feedbear",Roberto Schiavulli,NA,NA,NA,65,NA,NA,NA,5.99,5.99,0,NA,1|23|28|18|70,701|1774|3968|620519|1775|599|5547|5055|3878|4155|4191|4295|3859|19|493|5711|3839|1254546|3993|1663,NA,03/04/2025,TRUE,FALSE,FALSE
2680390,15in1 Solitaire,Inlogic Software,Silesia Games,NA,NA,NA,NA,NA,NA,NA,2.99,2.99,0,NA,4|2,597|9|1666|13070|3871|4182,NA,02/22/2024,TRUE,FALSE,FALSE
2682380,Extinction Day,DryGin Studios,DryGin Studios,NA,NA,NA,77,NA,NA,NA,19.99,19.99,0,NA,23|28|2,1100686|7107|4364|4342|3835|4166|4182|1676|4191|492|4711|493|599|5300|8945|3810|26921|12472|5030|5363,NA,04/10/2026,TRUE,FALSE,FALSE
2682860,The Dark Horde,Matt Storm,Matt Storm,NA,NA,NA,95,NA,NA,NA,6.99,6.99,0,NA,4|23|2|70,32322|1666|4057|1659|9541|4136|5923|3964|4094|9|1667|1684|597|1741|16689|4026|1084988|791774|4604|4172,NA,09/09/2024,TRUE,TRUE,FALSE
2683960,Weapon Shop Decillionaire,PERENNIAL HEARTS LLC.,PERENNIAL HEARTS LLC.,NA,NA,NA,NA,NA,NA,NA,2.99,2.99,0,NA,4|23|28|2,615955|379975|4845|4695|1684|4094|1698|8945|597|3964|599|492|9|12472|6276|4182,NA,11/28/2023,TRUE,FALSE,FALSE
2685090,Ufouria: The Saga 2,SUNSOFT,SUNSOFT,NA,NA,NA,91,NA,NA,NA,24.99,24.99,50,NA,1,19|4182|4305|4191|1719|1684|12057|4004|1716|42804|1628|3959|4726|5125|922563,NA,02/28/2024,TRUE,FALSE,FALSE
2685590,TriggerHeart EXELICA,Cosmo Machia,Cosmo Machia inc.,NA,NA,NA,93,NA,NA,NA,29.99,29.99,0,NA,1,19|1773|1742|4182|4791|4821|4885|4255|1774|4191|4085|3942|1751|7208|6971,NA,04/25/2024,TRUE,FALSE,FALSE
2687660,Trenches VR,Steelkrill Studio,Perp Games,NA,NA,NA,69,NA,NA,NA,14.99,14.99,40,NA,1|25|23|28,21978|4342|599|4106|1659|1664|1774|1773|5900|5547|4175|3834|1721|1678|5382|1687|19|3978|21|1667,NA,10/22/2025,TRUE,FALSE,FALSE
2687940,Slot Shots Pinball Ultimate Edition,Pinblend Studios,Pinblend Studios,NA,NA,NA,87,NA,NA,NA,19.99,19.99,50,NA,4|28|2,597|6621|4305|3964|4791|6691|1684|4295|16094|30358|1681|599|9|1665|4252|42804|1773|3959|4637|4191,NA,02/06/2024,TRUE,FALSE,FALSE
2687990,The Black Guards of Odom - Desert Town Prison,P.+,Kagura Games,NA,NA,NA,67,NA,NA,NA,9.99,9.99,0,NA,23,12095|122|492|5577|4434|4085|3871|9130|4182|6650|5611|24904,NA,12/16/2023,TRUE,FALSE,FALSE
