publisher,year,publisher_global_sales,game_count,avg_sales_per_game,platform_count,genre_count,source_url,year_total_sales,market_share_pct,publisher_rank_in_year
Moss,2013,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,403.71999999999997,0.0024769642326364807,83
Moss,2014,0.01,1,0.01,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,372.05,0.0026878107781212203,81
Mud Duck Productions,2003,0.3,1,0.3,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,404.31,0.07420048972323218,62
Mud Duck Productions,2004,0.6,3,0.2,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,443.58,0.13526308670363857,49
Mumbo Jumbo,2006,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.00359492396735809,111
Mumbo Jumbo,2007,0.36000000000000004,3,0.12000000000000001,3,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.05532248397953069,63
Mumbo Jumbo,2008,0.28,6,0.04666666666666667,3,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,0.03756977243452126,85
Mumbo Jumbo,2009,0.14,3,0.04666666666666667,1,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,0.01940213700680461,108
Mumbo Jumbo,2010,0.49,2,0.245,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,0.07495563849966345,67
Mumbo Jumbo,2011,0.05,2,0.025,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,0.008695047301057319,120
Mycom,1985,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,54.760000000000005,0.036523009495982466,6
Myelin Media,2006,0.13,3,0.043333333333333335,3,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.023367005787827588,70
Mystique,1981,0.82,1,0.82,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,43.11,1.9021108791463697,9
Mystique,1982,0.82,1,0.82,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,56.57,1.4495315538271167,10
N/A,2004,5.3,19,0.2789473684210526,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,443.58,1.1948239325488075,19
N/A,2005,1.4300000000000002,5,0.28600000000000003,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,509.89,0.2804526466492774,26
N/A,2007,1.21,1,1.21,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,650.73,0.185945015597867,35
N/A,2010,0.16,2,0.08,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,653.72,0.024475310530502354,96
N/A,2011,0.19,3,0.06333333333333334,1,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,575.04,0.03304117974401781,89
N/A,2012,0.05,2,0.025,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,425.95,0.011738466956215518,85
N/A,2014,0.02,2,0.01,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,372.05,0.005375621556242441,75
N/A,2016,0.03,2,0.015,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,175.41,0.017102787754403968,86
NCS,1996,0.2,1,0.2,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.09109542245502163,60
NCS,1997,0.11,1,0.11,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,221.29,0.049708527271905646,68
NCS,1998,0.09,1,0.09,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,0.030863139124172694,76
NCSoft,2005,0.07,2,0.035,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,509.89,0.013728451234580009,80
NCSoft,2006,0.05,2,0.025,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.008987309918395225,92
NCSoft,2012,2.3,1,2.3,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,425.95,0.5399694799859138,22
NCSoft,2014,0.17,1,0.17,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,372.05,0.045692783228060745,49
NDA Productions,2002,0.12,1,0.12,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,0.028333962976955045,78
NEC,1995,0.28,2,0.14,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,109.02,0.25683360851219966,43
NEC,1996,0.29000000000000004,2,0.14500000000000002,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.13208836255978137,50
NEC Interchannel,1996,0.06,1,0.06,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.02732862673650649,80
NEC Interchannel,1997,0.21000000000000002,2,0.10500000000000001,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,221.29,0.09489809751909262,60
NEC Interchannel,1998,0.33,2,0.165,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,0.11316484345529988,50
NEC Interchannel,2000,0.14,2,0.07,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,239.17,0.05853576953631309,55
NEC Interchannel,2003,0.05,2,0.025,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,404.31,0.012366748287205362,83
NEC Interchannel,2008,0.04,1,0.04,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,745.28,0.0053671103477887505,148
NIS America,2005,0.15,1,0.15,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.02941810978838573,68
NIS America,2006,0.15,3,0.049999999999999996,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,0.026961929755185677,67
NIS America,2007,0.6799999999999999,5,0.13599999999999998,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.10449802529466906,51
NIS America,2008,0.1,2,0.05,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,0.013417775869471876,119
NIS America,2009,1.01,7,0.1442857142857143,4,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,0.13997255983480464,50
NIS America,2010,0.88,4,0.22,3,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,0.13461420791776296,46
NIS America,2011,1.32,5,0.264,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,0.22954924874791321,36
NIS America,2012,0.5399999999999999,3,0.18,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,425.95,0.12677544312712757,34
NIS America,2013,0.4,3,0.13333333333333333,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,403.71999999999997,0.09907856930545923,38
NIS America,2014,1.9100000000000001,12,0.15916666666666668,3,5,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,372.05,0.5133718586211531,24
NIS America,2015,0.7200000000000001,6,0.12000000000000001,3,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,287.95,0.2500434103142907,33
NIS America,2016,0.45,5,0.09,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,175.41,0.25654181631605955,31
NIS America,2017,2.05,23,0.0891304347826087,4,7,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,1.0681533972488537,18
NIS America,2018,0.8,21,0.0380952380952381,3,6,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.5406866720735334,28
NIS America,2019,0.25,8,0.03125,2,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,2.5500000000000003,9.80392156862745,3
NIS America,2020,0.34,3,0.11333333333333334,2,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,3.45,9.855072463768115,2
Namco,1989,2.05,1,2.05,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,76.77,2.670313924710173,3
Namco,1990,1.52,1,1.52,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,53.330000000000005,2.850178136133508,6
Namco,1993,1.22,1,1.22,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,57.019999999999996,2.1396001403016487,11
Namco,1995,0.79,1,0.79,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,109.02,0.7246376811594203,23
Namco,1996,4.91,2,2.455,1,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,219.55,2.236392621270781,9
Namco,1997,7.16,5,1.432,1,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,221.29,3.2355732296985855,5
Namco,1998,0.52,2,0.26,1,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,291.61,0.1783203593841089,41
Namco,1999,3.6,3,1.2,1,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,311.98,1.153920123084813,19
Namco,2000,0.11000000000000001,2,0.05500000000000001,1,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,239.17,0.04599239034996029,60
Namco,2001,0.8300000000000001,2,0.41500000000000004,1,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,356.8,0.23262331838565023,41
Namco,2002,2.6,7,0.37142857142857144,4,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,423.52,0.6139025311673593,23
Namco,2003,0.16,2,0.08,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,404.31,0.03957359451905716,73
Namco,2004,0.36,2,0.18,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,443.58,0.08115785202218315,53
Namco,2005,0.26,4,0.065,2,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.0509913902998686,54
Namco,2006,0.33,3,0.11,1,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,0.059316245461408484,45
Namco,2011,0.36,1,0.36,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,0.06260434056761269,75
Namco Bandai,2006,0.76,8,0.095,3,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,0.13660711075960744,34
Namco Bandai,2007,1.1300000000000001,10,0.113,4,5,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.17365113026908244,38
Namco Bandai,2008,1.5,9,0.16666666666666669,6,6,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,0.20126663804207814,40
Namco Bandai,2009,1.77,12,0.1475,6,5,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,0.2452984464431725,37
Namco Bandai,2010,1.43,8,0.17875,5,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,0.2187480878663648,33
Namco Bandai,2011,0.78,5,0.156,3,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,0.13564273789649417,51
Namco Bandai,2012,1.16,3,0.38666666666666666,3,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,425.95,0.2723324333842,28
Namco Bandai,2018,0.04,1,0.04,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.02703433360367667,86
Namco Bandai Games,1984,3.4299999999999997,3,1.1433333333333333,1,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,54.24999999999999,6.322580645161291,2
Namco Bandai Games,1985,1.46,2,0.73,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,54.760000000000005,2.66617969320672,2
Namco Bandai Games,1986,5.28,2,2.64,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,40.64,12.992125984251969,3
Namco Bandai Games,1987,2.67,2,1.335,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,24.36,10.960591133004927,2
Namco Bandai Games,1988,2.4299999999999997,2,1.2149999999999999,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,53.43,4.548006737787759,4
Namco Bandai Games,1989,1.1,1,1.1,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,76.77,1.4328513742347273,5
Namco Bandai Games,1990,0.63,2,0.315,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,53.330000000000005,1.181323832739546,10
Namco Bandai Games,1991,1.03,3,0.3433333333333333,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,33.74,3.0527563722584468,8
Namco Bandai Games,1992,1.04,2,0.52,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,82.41,1.2619827690814223,10
Namco Bandai Games,1993,5.38,8,0.6725,1,4,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,57.019999999999996,9.43528586460891,2
Namco Bandai Games,1994,1.72,6,0.2866666666666667,1,4,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,97.46000000000001,1.7648265955263696,15
Namco Bandai Games,1995,2.52,11,0.2290909090909091,3,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,109.02,2.3115024766097965,12
Namco Bandai Games,1996,3.49,8,0.43625,4,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,1.5896151218401275,12
Namco Bandai Games,1997,6.34,13,0.4876923076923077,4,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,221.29,2.8650187536716527,9
Namco Bandai Games,1998,5.86,9,0.6511111111111111,2,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,2.009533280751689,16
Namco Bandai Games,1999,4.94,14,0.35285714285714287,4,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,311.98,1.5834348355663825,14
Namco Bandai Games,2000,9.7,14,0.6928571428571428,4,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,239.17,4.055692603587406,6
Namco Bandai Games,2001,7.88,12,0.6566666666666667,5,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,356.8,2.208520179372197,12
Namco Bandai Games,2002,12.98,25,0.5192,5,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,3.0647903286739706,10
Namco Bandai Games,2003,10.46,23,0.4547826086956522,4,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,404.31,2.587123741683362,13
Namco Bandai Games,2004,5.49,25,0.2196,6,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,443.58,1.237657243338293,18
Namco Bandai Games,2005,14.790000000000001,41,0.36073170731707316,7,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,509.89,2.900625625134833,10
Namco Bandai Games,2006,11.7,66,0.17727272727272728,9,11,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,2.1030305209044826,12
Namco Bandai Games,2007,7.59,49,0.15489795918367347,6,10,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,650.73,1.1663823705684384,18
Namco Bandai Games,2008,10.91,53,0.2058490566037736,7,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,1.4638793473593819,18
Namco Bandai Games,2009,16.77,62,0.27048387096774196,7,10,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,2.32409884002938,10
Namco Bandai Games,2010,16.41,70,0.23442857142857143,7,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,653.72,2.5102490362846477,13
Namco Bandai Games,2011,22.08,76,0.2905263157894737,8,10,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,575.04,3.8397328881469117,9
Namco Bandai Games,2012,19.09,103,0.18533980582524273,9,14,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,425.95,4.481746683883085,6
Namco Bandai Games,2013,10.87,77,0.14116883116883117,8,12,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,403.71999999999997,2.6924601208758547,10
Namco Bandai Games,2014,13.01,87,0.14954022988505747,9,11,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,372.05,3.4968418223357074,9
Namco Bandai Games,2015,19.21,81,0.2371604938271605,9,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,287.95,6.671297100191006,6
Namco Bandai Games,2016,8.63,57,0.15140350877192982,7,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,175.41,4.919901944016876,6
Namco Bandai Games,2017,4.05,30,0.135,6,10,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,2.1102542726135893,13
Namco Bandai Games,2018,1.91,8,0.23875,3,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,1.2908894295755609,16
Namco Bandai Games,2020,0.01,1,0.01,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,3.45,0.2898550724637681,8
Natsume,1996,1.31,2,0.655,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,219.55,0.5966750170803917,20
Natsume,1997,0.1,1,0.1,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,221.29,0.04518957024718695,70
Natsume,1998,1.58,3,0.5266666666666666,3,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,291.61,0.541819553513254,23
Natsume,2000,0.71,3,0.23666666666666666,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,239.17,0.29685997407701636,37
Natsume,2001,0.76,3,0.25333333333333335,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,356.8,0.21300448430493274,42
Natsume,2002,0.88,6,0.14666666666666667,2,4,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,423.52,0.207782395164337,40
Natsume,2003,0.59,3,0.19666666666666666,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,404.31,0.14592762978902327,51
Natsume,2004,0.79,1,0.79,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,443.58,0.17809639749312414,40
Natsume,2005,0.68,5,0.136,3,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.13336209770734864,40
Natsume,2006,0.9400000000000001,7,0.13428571428571429,4,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,0.16896142646583023,31
Natsume,2007,1.23,6,0.20500000000000002,3,4,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.18901848693006315,34
Natsume,2008,2.09,7,0.29857142857142854,2,3,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,0.28043151567196223,33
Natsume,2009,2.04,6,0.33999999999999997,4,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,0.28271685352772424,32
Natsume,2010,1.67,7,0.23857142857142855,2,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,0.25546105366211835,30
Natsume,2011,0.9299999999999999,2,0.46499999999999997,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,0.16172787979966613,44
Natsume,2014,0.18,2,0.09,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,372.05,0.048380594006181964,48
Natsume,2015,0.06,1,0.06,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,287.95,0.020836950859524223,76
Natsume,2016,0.09,1,0.09,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,175.41,0.051308363263211906,62
Natsume,2018,0.31000000000000005,3,0.10333333333333335,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.20951608542849423,43
Navarre Corp,2008,0.05,1,0.05,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,745.28,0.006708887934735938,138
Navarre Corp,2010,0.66,1,0.66,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,0.10096065593832221,55
Naxat Soft,2008,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,745.28,0.0013417775869471876,185
Neko Entertainment,2007,0.06,2,0.03,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,650.73,0.009220413996588447,118
Neko Entertainment,2008,0.05,2,0.025,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,745.28,0.006708887934735938,138
Neko Entertainment,2009,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,0.0027717338581149434,163
Neko Entertainment,2010,0.18,2,0.09,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,653.72,0.02753472434681515,89
Neocore Games,2018,0.04,2,0.02,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.02703433360367667,86
NetRevo,2010,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,653.72,0.0030594138163127942,144
NetRevo,2012,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,425.95,0.0023476933912431035,111
New,1995,0.36,1,0.36,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,109.02,0.3302146395156852,36
New World Computing,1992,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,82.41,0.012134449702705982,24
New World Computing,1993,0.02,1,0.02,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,57.019999999999996,0.0350754121360926,36
NewKidCo,1998,0.55,2,0.275,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,0.18860807242549982,40
NewKidCo,1999,0.45999999999999996,3,0.15333333333333332,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,311.98,0.14744534906083723,53
NewKidCo,2001,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,356.8,0.002802690582959641,98
NewKidCo,2002,0.26,1,0.26,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,0.06139025311673593,63
NewKidCo,2003,0.17,4,0.0425,3,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,404.31,0.04204694417649823,72
