publisher,year,publisher_global_sales,game_count,avg_sales_per_game,platform_count,genre_count,source_url,year_total_sales,market_share_pct,publisher_rank_in_year
EA Sports,2006,7.21,7,1.03,6,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,1.2959700902325915,16
EA Sports,2007,0.48,2,0.24,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.07376331197270758,58
EA Sports,2010,1.15,2,0.575,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,0.17591629443798565,40
EA Sports,2011,13.18,8,1.6475,8,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,2.292014468558709,14
EA Sports,2012,17.54,9,1.948888888888889,7,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,425.95,4.117854208240404,7
EA Sports,2015,0.17,2,0.085,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,287.95,0.059038027435318635,54
EA Sports,2017,22.86,12,1.905,6,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,11.911213005418926,2
EA Sports,2018,5.85,6,0.975,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,3.9537712895377126,7
EA Sports BIG,2003,0.54,1,0.54,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,404.31,0.1335608815018179,55
EA Sports BIG,2005,0.23,1,0.23,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.045107768342191455,58
EON Digital Entertainment,1999,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,311.98,0.0032053336752355917,91
ESP,1997,0.42,1,0.42,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,221.29,0.1897961950381852,49
ESP,1998,0.14,3,0.04666666666666667,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,0.04800932752649086,67
ESP,2002,0.03,1,0.03,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,0.007083490744238761,101
Easy Interactive,2012,0.05,2,0.025,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,425.95,0.011738466956215518,85
Ecole,2009,0.06,1,0.06,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,0.008315201574344832,139
Edia,2006,0.07,1,0.07,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.012582233885753318,81
Edia,2009,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,0.0027717338581149434,163
Eidos Interactive,1996,5.89,4,1.4725,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,2.682760191300387,6
Eidos Interactive,1997,13.71,6,2.285,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,221.29,6.195490080889331,4
Eidos Interactive,1998,11.22,11,1.02,4,6,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,291.61,3.847604677480196,7
Eidos Interactive,1999,15.57,11,1.4154545454545455,2,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,311.98,4.990704532341817,4
Eidos Interactive,2000,7.86,14,0.5614285714285714,4,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,239.17,3.2863653468244345,8
Eidos Interactive,2001,2.21,10,0.221,4,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,356.8,0.6193946188340806,25
Eidos Interactive,2002,8.77,20,0.4385,3,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,423.52,2.070740460899131,15
Eidos Interactive,2003,6.07,17,0.35705882352941176,4,6,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,404.31,1.501323242066731,17
Eidos Interactive,2004,4.03,13,0.31,2,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,443.58,0.9085170656927725,20
Eidos Interactive,2005,7.999999999999999,12,0.6666666666666666,6,4,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,509.89,1.568965855380572,14
Eidos Interactive,2006,5.24,32,0.16375,9,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,0.9418700794478196,20
Eidos Interactive,2007,6.94,27,0.257037037037037,7,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,1.0664945522720637,20
Eidos Interactive,2008,5.48,25,0.2192,6,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,745.28,0.7352941176470589,22
Eidos Interactive,2009,10.92,21,0.52,7,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,1.5133666865307591,16
Eidos Interactive Ltd,2015,0.05,1,0.05,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,287.95,0.017364125716270187,77
El Dia,2018,0.02,2,0.01,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.013517166801838334,102
Electro Brain,1998,0.05,1,0.05,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,291.61,0.017146188402318165,91
Electronic Arts,1992,0.06,1,0.06,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,82.41,0.0728066982162359,22
Electronic Arts,1993,0.06,1,0.06,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,57.019999999999996,0.1052262364082778,29
Electronic Arts,1994,0.6499999999999999,2,0.32499999999999996,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,97.46000000000001,0.6669402831931046,24
Electronic Arts,1995,3.98,13,0.30615384615384617,2,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,109.02,3.6507062924234086,7
Electronic Arts,1996,9.39,18,0.5216666666666667,1,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,219.55,4.276930084263266,4
Electronic Arts,1997,23.26,26,0.8946153846153846,3,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,221.29,10.511094039495685,3
Electronic Arts,1998,31.84,34,0.9364705882352942,3,11,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,291.61,10.918692774596206,3
Electronic Arts,1999,32.410000000000004,37,0.875945945945946,3,7,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,311.98,10.388486441438555,3
Electronic Arts,2000,28.330000000000002,39,0.7264102564102565,4,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,239.17,11.845131078312498,3
Electronic Arts,2001,45.13,44,1.0256818181818181,8,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,356.8,12.64854260089686,2
Electronic Arts,2002,73.01,88,0.8296590909090908,6,8,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,17.238855307895733,1
Electronic Arts,2003,69.94,88,0.7947727272727273,5,10,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,404.31,17.29860750414286,1
Electronic Arts,2004,67.87,87,0.7801149425287356,6,10,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,443.58,15.300509490959918,1
Electronic Arts,2005,67.43,119,0.5666386554621848,8,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,13.224420953539001,2
Electronic Arts,2006,58.42,103,0.5671844660194175,10,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,10.500772908652982,2
Electronic Arts,2007,71.93,112,0.6422321428571429,9,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,11.05373964624345,2
Electronic Arts,2008,91.01,129,0.7055038759689922,8,11,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,12.211517818806355,2
Electronic Arts,2009,86.51,115,0.7522608695652174,7,12,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,11.989134803276189,2
Electronic Arts,2010,81.39,89,0.9144943820224719,7,10,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,653.72,12.450284525484916,1
Electronic Arts,2011,72.79,77,0.9453246753246753,8,9,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,12.658249860879245,1
Electronic Arts,2012,55.36,49,1.129795918367347,8,6,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,425.95,12.996830613921823,3
Electronic Arts,2013,53.65,46,1.166304347826087,10,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,403.71999999999997,13.28891310809472,2
Electronic Arts,2014,49.98,41,1.2190243902439024,8,4,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,372.05,13.433678269049858,2
Electronic Arts,2015,45.42,32,1.419375,5,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,287.95,15.773571800659838,1
Electronic Arts,2016,29.05,27,1.075925925925926,5,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,175.41,16.56119947551451,1
Electronic Arts,2017,14.16,12,1.18,3,4,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,7.378074197582326,5
Electronic Arts,2018,17.740000000000002,16,1.1087500000000001,6,5,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,11.989726953230603,3
Electronic Arts Victor,1996,0.42,2,0.21,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.19130038715554543,39
Elf,1996,0.36,1,0.36,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.16397176041903894,42
Elf,1997,0.28,1,0.28,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,221.29,0.12653079669212347,54
Elite,1996,0.07,1,0.07,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.031883397859257576,79
Empire Interactive,1996,0.41,1,0.41,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.18674561603279435,40
Empire Interactive,1998,0.03,1,0.03,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,0.010287713041390898,96
Empire Interactive,1999,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,311.98,0.006410667350471183,85
Empire Interactive,2000,1.82,6,0.30333333333333334,2,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,239.17,0.7609650039720701,24
Empire Interactive,2001,1.47,3,0.49,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,356.8,0.41199551569506726,30
Empire Interactive,2002,1.3599999999999999,8,0.16999999999999998,3,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,0.3211182470721572,31
Empire Interactive,2003,2.41,6,0.40166666666666667,4,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,404.31,0.5960772674432985,27
Empire Interactive,2004,1.99,6,0.33166666666666667,4,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,443.58,0.4486225709004013,26
Empire Interactive,2005,1.01,9,0.11222222222222222,5,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.19808193924179726,33
Empire Interactive,2006,0.26,4,0.065,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.046734011575655175,49
Empire Interactive,2007,0.86,4,0.215,4,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,650.73,0.1321592672844344,45
Empire Interactive,2008,1.61,10,0.161,4,5,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,0.21602619149849722,36
Empire Interactive,2009,0.01,1,0.01,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,721.57,0.0013858669290574717,178
Encore,2001,0.03,1,0.03,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,356.8,0.008408071748878924,91
Encore,2003,0.02,2,0.01,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,404.31,0.004946699314882145,94
Encore,2005,0.02,1,0.02,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,509.89,0.0039224146384514305,101
Enix,2000,1.42,2,0.71,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,239.17,0.5937199481540327,28
Enix,2001,1.21,2,0.605,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,356.8,0.3391255605381166,34
Enix Corporation,1987,2.56,1,2.56,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,24.36,10.50903119868637,3
Enix Corporation,1988,3.87,1,3.87,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,53.43,7.243121841661988,2
Enix Corporation,1990,3.12,1,3.12,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,53.330000000000005,5.85036564785299,3
Enix Corporation,1992,2.79,1,2.79,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,82.41,3.385511467054969,6
Enix Corporation,1993,1.15,1,1.15,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,57.019999999999996,2.016836197825324,12
Enix Corporation,1994,0.72,2,0.36,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,97.46000000000001,0.7387646213831315,23
Enix Corporation,1995,3.32,2,1.66,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,109.02,3.0453127866446525,8
Enix Corporation,1996,1.79,4,0.4475,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.8153040309724436,18
Enix Corporation,1999,2.49,4,0.6225,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,311.98,0.7981280851336625,23
Enix Corporation,2000,5.359999999999999,3,1.7866666666666666,3,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,239.17,2.241083747961701,12
Enix Corporation,2001,2.91,3,0.97,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,356.8,0.8155829596412556,21
Enix Corporation,2002,1.35,5,0.27,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,0.3187570834907443,32
Enix Corporation,2003,0.66,1,0.66,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,404.31,0.16324107739111077,45
Enix Corporation,2004,1.65,1,1.65,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,443.58,0.3719734884350061,28
Enjoy Gaming ltd.,2009,0.1,1,0.1,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,0.013858669290574718,118
Enlight,2005,0.02,1,0.02,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.0039224146384514305,101
Enterbrain,2001,0.43,2,0.215,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,356.8,0.12051569506726457,53
Enterbrain,2002,0.33,3,0.11,2,3,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,423.52,0.07791839818662637,60
Enterbrain,2004,0.6100000000000001,2,0.30500000000000005,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,443.58,0.13751747148203258,46
Enterbrain,2006,0.16,2,0.08,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.02875939173886472,64
Enterbrain,2007,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,650.73,0.0015367356660980745,152
Enterbrain,2008,0.38,2,0.19,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,745.28,0.05098754830399313,75
Enterbrain,2009,0.13,1,0.13,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,0.018016270077747133,111
Enterbrain,2010,0.18,2,0.09,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,653.72,0.02753472434681515,89
Entergram,2016,0.04,2,0.02,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,175.41,0.022803717005871957,79
Entergram,2017,0.1,9,0.011111111111111112,1,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,0.05210504376823677,66
Entergram,2018,0.03,2,0.015,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.0202757502027575,94
Epic Games,2016,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,175.41,0.005700929251467989,107
Epic Games,2017,0.02,1,0.02,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,0.010421008753647354,94
Epoch,1991,0.08,1,0.08,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,33.74,0.23710729104919975,18
Epoch,1992,0.14,2,0.07,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,82.41,0.16988229583788378,21
Epoch,1993,0.05,1,0.05,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,57.019999999999996,0.08768853034023151,32
Epoch,1995,0.51,2,0.255,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,109.02,0.46780407264722074,32
Epoch,1996,0.19,1,0.19,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,219.55,0.08654065133227055,61
Epoch,2000,0.15,1,0.15,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,239.17,0.06271689593176402,54
Ertain,2007,0.05,1,0.05,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,650.73,0.007683678330490372,123
Essential Games,2005,0.17,1,0.17,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,509.89,0.03334052442683716,66
Essential Games,2006,0.06,2,0.03,1,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,556.34,0.01078477190207427,87
Essential Games,2007,0.02,1,0.02,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.003073471332196149,139
EuroVideo Medien,2016,0.01,1,0.01,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,175.41,0.005700929251467989,107
EuroVideo Medien,2017,0.01,1,0.01,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,0.005210504376823677,104
Evolution Games,1998,0.07,1,0.07,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,291.61,0.02400466376324543,84
Evolution Games,2001,0.07,1,0.07,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,356.8,0.01961883408071749,79
Evolved Games,2004,0.09,4,0.0225,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,443.58,0.020289463005545787,73
Evolved Games,2005,0.05,2,0.025,2,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,509.89,0.009806036596128578,90
Evolved Games,2006,0.01,1,0.01,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,556.34,0.001797461983679045,125
Evolved Games,2009,0.09999999999999999,2,0.049999999999999996,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,721.57,0.013858669290574718,123
Evolved Games,2011,0.13,2,0.065,2,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,575.04,0.02260712298274903,99
Excalibur Publishing,2011,0.15,4,0.0375,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,575.04,0.026085141903171957,95
Excalibur Publishing,2012,0.14,1,0.14,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,425.95,0.03286770747740345,62
Experience Inc.,2014,0.02,2,0.01,2,2,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,372.05,0.005375621556242441,75
Experience Inc.,2015,0.04,1,0.04,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,287.95,0.013891300573016149,81
Experience Inc.,2016,0.01,1,0.01,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,175.41,0.005700929251467989,107
Experience Inc.,2017,0.03,1,0.03,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,191.92,0.01563151313047103,90
Experience Inc.,2018,0.03,2,0.015,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.0202757502027575,94
Extreme Entertainment Group,2015,0.03,1,0.03,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv,287.95,0.010418475429762111,84
FCI,1993,0.16,1,0.16,1,1,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,57.019999999999996,0.2806032970887408,24
FDG Entertainment,2018,0.07,2,0.035,2,2,https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,147.96,0.04731008380643417,72
Falcom Corporation,2007,0.13999999999999999,4,0.034999999999999996,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,650.73,0.021514299325373038,93
Falcom Corporation,2008,0.21000000000000002,5,0.042,1,1,https://raw.githubusercontent.com/andvise/DataAnalyticsDatasets/main/vgsales.csv | https://raw.githubusercontent.com/Bredmak/vgchartz-sales-analysis/main/vgchartz-2024.csv,745.28,0.028177329325890947,95
